//////////////////////////////////////////////////////////////////////////////////////																			
// MixMasteryItem																			
// [ 파일 생성 ]	2016-08-16																		
// [ 수정 일자 ]	2016-08-16 04:22 PM																		
// [ 수  정  자 ]	사재일																		
// [ 버       전 ]	0.0.0.1																		
// [ 수정 내용 ]	최초등록																		
// [ 참       조 ]	서버전용 스크립트																		
//////////////////////////////////////////////////////////////////////////////////////																			
// Season12 P.1업데이트 이후의 마스터리 아이템 조합에 사용가능한 스크립트 입니다. (아래 조합설정 이후로 적용)																			
// 조합 아이템 추가 등록 시 아래 기재																			
// 1차 마스터리 무기 - 블러드엔젤무기 아이템 조합 -> 다크엔젤무기 아이템 업그레이드																			
// 2차 마스터리 방어구 - 다크엔젤방어구 아이템 조합 -> 홀리엔젤방어구 아이템으로 업그레이드																			
// 신규 조건 추가 : 0번 테이블 - OPTION (명령어 : /만들기 0 42 0 0 0 0 4)  - 빨간색 텍스트가 추가옵션값 들어가는 위치 입니다. 들어갈 수 있는 값은 1, 2, 3 4 값 입니다.)																			
// 신규 조건 추가 : 1번 테이블 - Rate : 조합확률을 설정합니다. (1/100) 설정으로 100 값을 등록하면 100% 입니다.																			
// 신규 조건 추가 : 1번 테이블 - ZEN : 조합 시 필요한 젠을 설정합니다. 조합에 필요한 최대 젠은 1억젠 입니다.																			
// 신규 조건 추가 : 조합재료로 사용될 아이템의 속성을 설정합니다. ( 0 : 기타 아이템 / 1 : 엑설런트아이템 / 2 : 세트아이템)																			
// 0번 테이블 - 조합재료아이템 리스트 등록 및 인덱스 부여																			
// 아이템에 조합 인덱스 부여하고 해당 인덱스를 이용하여 1번 테이블의 조합설정을 작성할 수 있습니다 : 100개의 인덱스를 부여할 수 있으며 확장 가능																			
//index	type	index	MinLevel	MaxLevel		Dur (내구개수)	Item Name												
0																			
// 기본 보석재료																			
//index	type	index	MinLvl	MaxLvl	Opt	Dur	iCat	Item Name											
263	11	162	0	"다크엔젤법마부츠"	24	100	118	1	128	1	3	1	6	1	7	1	8	1	0
264	8	160	0	"홀리엔젤엔요갑옷"	6	100	119	1	69	1	3	1	6	1	21	1	22	1	0
265	7	160	0	"홀리엔젤엔요투구"	6	100	120	1	69	1	3	1	6	1	21	1	22	1	0
266	9	160	0	"홀리엔젤엔요바지"	6	100	121	1	69	1	3	1	6	1	21	1	22	1	0
267	10	160	0	"홀리엔젤엔요장갑"	6	100	122	1	69	1	3	1	6	1	21	1	22	1	0
268	8	163	0	"홀리엔젤법마갑옷"	6	100	123	1	69	1	3	1	6	1	21	1	22	1	0
269	9	163	0	"홀리엔젤법마바지"	6	100	124	1	69	1	3	1	6	1	21	1	22	1	0
270	10	163	0	"홀리엔젤법마장갑"	6	100	125	1	69	1	3	1	6	1	21	1	22	1	0
271	11	163	0	"홀리엔젤법마부츠"	6	100	126	1	69	1	3	1	6	1	21	1	22	1	0
// 듀얼클래스 마스터리 방어구 변환조합 결과																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
272	8	158	0	"블러드엔젤엔요갑옷"	128	100	129	1	179	1	6	1	7	1	8	1	0	0	0
273	7	158	0	"블러드엔젤엔요투구"	128	100	130	1	179	1	6	1	7	1	8	1	0	0	0
274	9	158	0	"블러드엔젤엔요바지"	128	100	131	1	179	1	6	1	7	1	8	1	0	0	0
275	10	158	0	"블러드엔젤엔요장갑"	128	100	132	1	179	1	6	1	7	1	8	1	0	0	0
276	8	159	0	"다크엔젤엔요갑옷"	128	100	133	1	179	1	6	1	7	1	8	1	0	0	0
277	7	159	0	"다크엔젤엔요투구"	128	100	134	1	179	1	6	1	7	1	8	1	0	0	0
278	9	159	0	"다크엔젤엔요바지"	128	100	135	1	179	1	6	1	7	1	8	1	0	0	0
279	10	159	0	"다크엔젤엔요장갑"	128	100	136	1	179	1	6	1	7	1	8	1	0	0	0
280	8	160	0	"홀리엔젤엔요갑옷"	128	100	137	1	179	1	6	1	7	1	8	1	0	0	0
281	7	160	0	"홀리엔젤엔요투구"	128	100	138	1	179	1	6	1	7	1	8	1	0	0	0
282	9	160	0	"홀리엔젤엔요바지"	128	100	139	1	179	1	6	1	7	1	8	1	0	0	0
283	10	160	0	"홀리엔젤엔요장갑"	128	100	140	1	179	1	6	1	7	1	8	1	0	0	0
284	8	161	0	"블러드엔젤법마갑옷"	128	100	141	1	180	1	6	1	7	1	8	1	0	0	0
285	9	161	0	"블러드엔젤법마바지"	128	100	142	1	180	1	6	1	7	1	8	1	0	0	0
286	10	161	0	"블러드엔젤법마장갑"	128	100	143	1	180	1	6	1	7	1	8	1	0	0	0
287	11	161	0	"블러드엔젤법마부츠"	128	100	144	1	180	1	6	1	7	1	8	1	0	0	0
288	8	162	0	"다크엔젤법마갑옷"	128	100	145	1	180	1	6	1	7	1	8	1	0	0	0
289	9	162	0	"다크엔젤법마바지"	128	100	146	1	180	1	6	1	7	1	8	1	0	0	0
290	10	162	0	"다크엔젤법마장갑"	128	100	147	1	180	1	6	1	7	1	8	1	0	0	0
291	11	162	0	"다크엔젤법마부츠"	128	100	148	1	180	1	6	1	7	1	8	1	0	0	0
292	8	163	0	"홀리엔젤법마갑옷"	128	100	149	1	180	1	6	1	7	1	8	1	0	0	0
293	9	163	0	"홀리엔젤법마바지"	128	100	150	1	180	1	6	1	7	1	8	1	0	0	0
294	10	163	0	"홀리엔젤법마장갑"	128	100	151	1	180	1	6	1	7	1	8	1	0	0	0
295	11	163	0	"홀리엔젤법마부츠"	128	100	152	1	180	1	6	1	7	1	8	1	0	0	0
296	8	100	0	"블러드엔젤엘프갑옷"	128	100	153	1	177	1	6	1	7	1	8	1	0	0	0
297	7	100	0	"블러드엔젤엘프투구"	128	100	154	1	177	1	6	1	7	1	8	1	0	0	0
298	9	100	0	"블러드엔젤엘프바지"	128	100	155	1	177	1	6	1	7	1	8	1	0	0	0
299	10	100	0	"블러드엔젤엘프장갑"	128	100	156	1	177	1	6	1	7	1	8	1	0	0	0
300	8	140	0	"다크엔젤엘프갑옷"	128	100	157	1	177	1	6	1	7	1	8	1	0	0	0
301	7	140	0	"다크엔젤엘프투구"	128	100	158	1	177	1	6	1	7	1	8	1	0	0	0
302	9	140	0	"다크엔젤엘프바지"	128	100	159	1	177	1	6	1	7	1	8	1	0	0	0
303	10	140	0	"다크엔젤엘프장갑"	128	100	160	1	177	1	6	1	7	1	8	1	0	0	0
304	8	152	0	"홀리엔젤엘프갑옷"	128	100	161	1	177	1	6	1	7	1	8	1	0	0	0
305	7	152	0	"홀리엔젤엘프투구"	128	100	162	1	177	1	6	1	7	1	8	1	0	0	0
306	9	152	0	"홀리엔젤엘프바지"	128	100	163	1	177	1	6	1	7	1	8	1	0	0	0
307	10	152	0	"홀리엔젤엘프장갑"	128	100	164	1	177	1	6	1	7	1	8	1	0	0	0
308	8	102	0	"블러드엔젤매직갑옷"	128	100	165	1	178	1	6	1	7	1	8	1	0	0	0
309	9	102	0	"블러드엔젤매직바지"	128	100	166	1	178	1	6	1	7	1	8	1	0	0	0
310	10	102	0	"블러드엔젤매직장갑"	128	100	167	1	178	1	6	1	7	1	8	1	0	0	0
311	11	102	0	"블러드엔젤매직부츠"	128	100	168	1	178	1	6	1	7	1	8	1	0	0	0
312	8	142	0	"다크엔젤매직갑옷"	128	100	169	1	178	1	6	1	7	1	8	1	0	0	0
313	9	142	0	"다크엔젤매직바지"	128	100	170	1	178	1	6	1	7	1	8	1	0	0	0
314	10	142	0	"다크엔젤매직장갑"	128	100	171	1	178	1	6	1	7	1	8	1	0	0	0
315	11	142	0	"다크엔젤매직부츠"	128	100	172	1	178	1	6	1	7	1	8	1	0	0	0
316	8	154	0	"홀리엔젤매직갑옷"	128	100	173	1	178	1	6	1	7	1	8	1	0	0	0
317	9	154	0	"홀리엔젤매직바지"	128	100	174	1	178	1	6	1	7	1	8	1	0	0	0
318	10	154	0	"홀리엔젤매직장갑"	128	100	175	1	178	1	6	1	7	1	8	1	0	0	0
319	11	154	0	"홀리엔젤매직부츠"	128	100	176	1	178	1	6	1	7	1	8	1	0	0	0
// 화살통 업그레이드 조합 설정																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
320	4	35	0	"다크엔젤화살통"	3	100	181	1	36	1	21	1	22	1	3	1	6	1	0
// S13
321	7	106	0	"Awakening Soul Knight Helm"	40	100	230	1	197	1	6	1	3	1	21	1	22	1	0
322	7	107	0	"Awakening Soul Wizard Helm"	40	100	231	1	197	1	6	1	3	1	21	1	22	1	0	
323	7	108	0	"Awakening Soul Elf Helm (A)"	40	100	232	1	197	1	6	1	3	1	21	1	22	1	0	
324	7	109	0	"Awakening Soul Summoner Helm"	40	100	233	1	197	1	6	1	3	1	21	1	22	1	0	
325	7	111	0	"Awakening Soul Lord Helm"	40	100	234	1	197	1	6	1	3	1	21	1	22	1	0	
326	7	112	0	"Awakening Soul Fighter Helm"	40	100	235	1	197	1	6	1	3	1	21	1	22	1	0	
327	7	113	0	"Awakening Soul Lancer Helm"	40	100	236	1	197	1	6	1	3	1	21	1	22	1	0	
328	7	114	0	"Awakening Soul Elf Helm (B)"	40	100	162	1	197	1	6	1	3	1	21	1	22	1	0	
329	8	106	0	"Awakening Soul Knight Armor"	40	100	237	1	197	1	6	1	3	1	21	1	22	1	0	
330	8	107	0	"Awakening Soul Wizard Armor"	40	100	238	1	197	1	6	1	3	1	21	1	22	1	0	
331	8	108	0	"Awakening Soul Elf Armor (A)"	40	100	239	1	197	1	6	1	3	1	21	1	22	1	0	
332	8	109	0	"Awakening Soul Summoner Armor"	40	100	240	1	197	1	6	1	3	1	21	1	22	1	0	
333	8	110	0	"Awakening Soul Magic Armor (A)"	40	100	241	1	197	1	6	1	3	1	21	1	22	1	0	
334	8	111	0	"Awakening Soul Lord Armor"	40	100	242	1	197	1	6	1	3	1	21	1	22	1	0	
335	8	112	0	"Awakening Soul Fighter Armor"	40	100	243	1	197	1	6	1	3	1	21	1	22	1	0	
336	8	113	0	"Awakening Soul Lancer Armor"	40	100	244	1	197	1	6	1	3	1	21	1	22	1	0	
337	8	114	0	"Awakening Soul Elf Armor (B)"	40	100	161	1	197	1	6	1	3	1	21	1	22	1	0	
338	8	115	0	"Awakening Soul Magic Armor (B)"	40	100	173	1	197	1	6	1	3	1	21	1	22	1	0	
339	9	106	0	"Awakening Soul Knight Pants"	40	100	245	1	197	1	6	1	3	1	21	1	22	1	0	
340	9	107	0	"Awakening Soul Wizard Pants"	40	100	246	1	197	1	6	1	3	1	21	1	22	1	0	
341	9	108	0	"Awakening Soul Elf Pants (A)"	40	100	247	1	197	1	6	1	3	1	21	1	22	1	0	
342	9	109	0	"Awakening Soul Summoner Pants"	40	100	248	1	197	1	6	1	3	1	21	1	22	1	0	
343	9	110	0	"Awakening Soul Magic Pants (A)"	40	100	249	1	197	1	6	1	3	1	21	1	22	1	0	
344	9	111	0	"Awakening Soul Lord Pants"	40	100	250	1	197	1	6	1	3	1	21	1	22	1	0	
345	9	112	0	"Awakening Soul Fighter Pants"	40	100	251	1	197	1	6	1	3	1	21	1	22	1	0	
346	9	113	0	"Awakening Soul Lancer Pants"	40	100	252	1	197	1	6	1	3	1	21	1	22	1	0	
347	9	114	0	"Awakening Soul Elf Pants (B)"	40	100	163	1	197	1	6	1	3	1	21	1	22	1	0	
348	9	115	0	"Awakening Soul Magic Pants (B)"	40	100	174	1	197	1	6	1	3	1	21	1	22	1	0	
349	10	107	0	"Awakening Soul Wizard Gloves"	40	100	253	1	197	1	6	1	3	1	21	1	22	1	0	
350	10	108	0	"Awakening Soul Elf Gloves (A)"	40	100	254	1	197	1	6	1	3	1	21	1	22	1	0	
351	10	109	0	"Awakening Soul Summoner Gloves"	40	100	255	1	197	1	6	1	3	1	21	1	22	1	0	
352	10	110	0	"Awakening Soul Magic Gloves (A)"	40	100	256	1	197	1	6	1	3	1	21	1	22	1	0	
353	10	111	0	"Awakening Soul Lord Gloves"	40	100	257	1	197	1	6	1	3	1	21	1	22	1	0	
354	10	113	0	"Awakening Soul Lancer Gloves"	40	100	258	1	197	1	6	1	3	1	21	1	22	1	0	
355	10	114	0	"Awakening Soul Elf Gloves (B)"	40	100	164	1	197	1	6	1	3	1	21	1	22	1	0	
356	10	115	0	"Awakening Soul Magic Gloves (B)"	40	100	175	1	197	1	6	1	3	1	21	1	22	1	0	
357	11	106	0	"Awakening Soul Knight Boots"	40	100	259	1	197	1	6	1	3	1	21	1	22	1	0	
358	11	110	0	"Awakening Soul Magic Boots (A)"	40	100	260	1	197	1	6	1	3	1	21	1	22	1	0	
359	11	112	0	"Awakening Soul Fighter Boots"	40	100	261	1	197	1	6	1	3	1	21	1	22	1	0	
360	11	115	0	"Awakening Soul Magic Boots (B)"	40	100	176	1	197	1	6	1	3	1	21	1	22	1	0	
//
361	0	57	0	"Holyangel Sword"		32	100	262	1	271	1	21	1	22	1	3	1	6	1	0	
362	0	58	0	"Holyangel Magic Sword"		32	100	263	1	271	1	21	1	22	1	3	1	6	1	0	
363	0	59	0	"Holyangel Claws"		32	100	264	1	271	1	21	1	22	1	3	1	6	1	0	
364	2	27	0	"Holyangel Scepter"		32	100	265	1	271	1	21	1	22	1	3	1	6	1	0	
365	3	25	0	"Holyangel Lance"		32	100	266	1	271	1	21	1	22	1	3	1	6	1	0	
366	4	36	0	"Holyangel Bow"			32	100	267	1	271	1	21	1	22	1	3	1	6	1	0	
367	4	37	0	"Holyangel Quiver"		32	100	270	1	271	1	21	1	22	1	3	1	6	1	0	
368	5	53	0	"Holyangel Staff"		32	100	268	1	271	1	21	1	22	1	3	1	6	1	0														
369	5	54	0	"Holyangel Stick"		32	100	269	1	271	1	21	1	22	1	3	1	6	1	0
//
370	7	114	0	"Awakening Soul Elf Helm (B)"	128	100	273	1	179	1	6	1	7	1	8	1	-1	0	0	
371	8	114	0	"Awakening Soul Elf Armor (B)"	128	100	272	1	179	1	6	1	7	1	8	1	-1	0	0	
372	9	114	0	"Awakening Soul Elf Pants (B)"	128	100	274	1	179	1	6	1	7	1	8	1	-1	0	0	
373	10	114	0	"Awakening Soul Elf Gloves (B)"	128	100	275	1	179	1	6	1	7	1	8	1	-1	0	0			
374	7	108	0	"Awakening Soul Elf Helm (A)"	128	100	281	1	177	1	6	1	7	1	8	1	-1	0	0	
375	8	108	0	"Awakening Soul Elf Armor (A)"	128	100	280	1	177	1	6	1	7	1	8	1	-1	0	0	
376	9	108	0	"Awakening Soul Elf Pants (A)"	128	100	282	1	177	1	6	1	7	1	8	1	-1	0	0	
377	10	108	0	"Awakening Soul Elf Gloves (A)"	128	100	283	1	177	1	6	1	7	1	8	1	-1	0	0	
378	8	115	0	"Awakening Soul Magic Armor (B)"	128	100	276	1	180	1	6	1	7	1	8	1	-1	0	0	
379	9	115	0	"Awakening Soul Magic Pants (B)"	128	100	277	1	180	1	6	1	7	1	8	1	-1	0	0	
380	10	115	0	"Awakening Soul Magic Gloves (B)"	128	100	278	1	180	1	6	1	7	1	8	1	-1	0	0	
381	11	115	0	"Awakening Soul Magic Boots (B)"	128	100	279	1	180	1	6	1	7	1	8	1	-1	0	0	
382	8	110	0	"Awakening Soul Magic Armor (A)"	128	100	284	1	178	1	6	1	7	1	8	1	-1	0	0	
383	9	110	0	"Awakening Soul Magic Pants (A)"	128	100	285	1	178	1	6	1	7	1	8	1	-1	0	0	
384	10	110	0	"Awakening Soul Magic Gloves (A)"	128	100	286	1	178	1	6	1	7	1	8	1	-1	0	0	
385	11	110	0	"Awakening Soul Magic Boots (A)"	128	100	287	1	178	1	6	1	7	1	8	1	-1	0	0																				
//
430	8	122	11	"Bloodangel Runist Armor"	8	100	182	1	70	1	-1	0	-1	0	-1	0	-1	0	0	
431	7	122	11	"Bloodangel Runist Helm"	8	100	183	1	70	1	-1	0	-1	0	-1	0	-1	0	0	
432	9	122	11	"Bloodangel Runist Pants"	8	100	184	1	70	1	-1	0	-1	0	-1	0	-1	0	0	
433	10	122	11	"Bloodangel Runist Gloves"	8	100	185	1	70	1	-1	0	-1	0	-1	0	-1	0	0		
434	7	123	0	"Darkangel Runist Helm"		6	100	187	1	128	1	6	1	3	1	7	1	8	1	0	
435	8	123	0	"Darkangel Runist Armor"	6	100	186	1	128	1	6	1	3	1	7	1	8	1	0	
436	9	123	0	"Darkangel Runist Pants"	6	100	188	1	128	1	6	1	3	1	7	1	8	1	0	
437	10	123	0	"Darkangel Runist Gloves"	6	100	189	1	128	1	6	1	3	1	7	1	8	1	0							
438	2	33	0	"Darkangel Runic Mace"		3	100	190	1	36	1	21	1	22	1	3	1	6	1	0															
439	2	38	0	"Holyangel Rune Mace"		32	100	191	1	271	1	21	1	22	1	3	1	6	1	0		
//
440	2	39	0	"Soul RuneMace"			3	100	196	1	338	1	21	1	22	1	3	1	6	1	0
//
441	7	127	0	"Holyangel Runist Helm"		6	100	193	1	69	1	21	1	22	1	3	1	6	1	0	
442	8	127	0	"Holyangel Runist Armor"	6	100	192	1	69	1	21	1	22	1	3	1	6	1	0	
443	9	127	0	"Holyangel Runist Pants"	6	100	194	1	69	1	21	1	22	1	3	1	6	1	0	
444	10	127	0	"Holyangel Runist Gloves"	6	100	195	1	69	1	21	1	22	1	3	1	6	1	0		
445	7	128	0	"Awakening Soul Runist Helm"	40	100	383	1	197	1	21	1	22	1	3	1	6	1	0	
446	8	128	0	"Awakening Soul Runist Armor"	40	100	382	1	197	1	21	1	22	1	3	1	6	1	0	
447	9	128	0	"Awakening Soul Runist Pants"	40	100	384	1	197	1	21	1	22	1	3	1	6	1	0	
448	10	128	0	"Awakening Soul Runist Gloves"	40	100	385	1	197	1	21	1	22	1	3	1	6	1	0				
//
449	7	164	0	"Blue Eye Knight Helm"	7	100	289	1	328	1	6	1	3	1	21	1	22	1	0	
450	7	165	0	"Blue Eye Wizard Helm"	7	100	293	1	328	1	6	1	3	1	21	1	22	1	0	
451	7	166	0	"Blue Eye Elf Helm (A)"	7	100	313	1	328	1	6	1	3	1	21	1	22	1	0	
452	7	167	0	"Blue Eye Summoner Helm"	7	100	297	1	328	1	6	1	3	1	21	1	22	1	0	
453	7	169	0	"Blue Eye Lord Helm"	7	100	301	1	328	1	6	1	3	1	21	1	22	1	0	
454	7	170	0	"Blue Eye Fighter Helm"	7	100	305	1	328	1	6	1	3	1	21	1	22	1	0	
455	7	171	0	"Blue Eye Lancer Helm"	7	100	309	1	328	1	6	1	3	1	21	1	22	1	0	
456	7	172	0	"Blue Eye Elf Helm (B)"	7	100	321	1	328	1	6	1	3	1	21	1	22	1	0		
457	8	164	0	"Blue Eye Knight Armor"	7	100	288	1	328	1	6	1	3	1	21	1	22	1	0	
458	8	165	0	"Blue Eye Wizard Armor"	7	100	292	1	328	1	6	1	3	1	21	1	22	1	0	
459	8	166	0	"Blue Eye Elf Armor (A)"	7	100	312	1	328	1	6	1	3	1	21	1	22	1	0	
460	8	167	0	"Blue Eye Summoner Armor"	7	100	296	1	328	1	6	1	3	1	21	1	22	1	0	
461	8	168	0	"Blue Eye Magic Armor (A)"	7	100	316	1	328	1	6	1	3	1	21	1	22	1	0	
462	8	169	0	"Blue Eye Lord Armor"	7	100	300	1	328	1	6	1	3	1	21	1	22	1	0	
463	8	170	0	"Blue Eye Fighter Armor"	7	100	304	1	328	1	6	1	3	1	21	1	22	1	0	
464	8	171	0	"Blue Eye Lancer Armor"	7	100	308	1	328	1	6	1	3	1	21	1	22	1	0			
465	8	172	0	"Blue Eye Elf Armor (B)"	7	100	320	1	328	1	6	1	3	1	21	1	22	1	0			
466	8	173	0	"Blue Eye Magic Armor (B)"	7	100	324	1	328	1	6	1	3	1	21	1	22	1	0			
467	9	164	0	"Blue Eye Knight Pants"	7	100	290	1	328	1	6	1	3	1	21	1	22	1	0	
468	9	165	0	"Blue Eye Wizard Pants"	7	100	294	1	328	1	6	1	3	1	21	1	22	1	0	
469	9	166	0	"Blue Eye Elf Pants (A)"	7	100	314	1	328	1	6	1	3	1	21	1	22	1	0	
470	9	167	0	"Blue Eye Summoner Pants"	7	100	298	1	328	1	6	1	3	1	21	1	22	1	0	
471	9	168	0	"Blue Eye Magic Pants (A)"	7	100	317	1	328	1	6	1	3	1	21	1	22	1	0	
472	9	169	0	"Blue Eye Lord Pants"	7	100	302	1	328	1	6	1	3	1	21	1	22	1	0	
473	9	170	0	"Blue Eye Fighter Pants"	7	100	306	1	328	1	6	1	3	1	21	1	22	1	0	
474	9	171	0	"Blue Eye Lancer Pants"	7	100	310	1	328	1	6	1	3	1	21	1	22	1	0			
475	9	172	0	"Blue Eye Elf Pants (B)"	7	100	322	1	328	1	6	1	3	1	21	1	22	1	0			
476	9	173	0	"Blue Eye Magic Pants (B)"	7	100	325	1	328	1	6	1	3	1	21	1	22	1	0				
477	10	165	0	"Blue Eye Wizard Gloves"	7	100	295	1	328	1	6	1	3	1	21	1	22	1	0	
478	10	166	0	"Blue Eye Elf Gloves (A)"	7	100	315	1	328	1	6	1	3	1	21	1	22	1	0	
479	10	167	0	"Blue Eye Summoner Gloves"	7	100	299	1	328	1	6	1	3	1	21	1	22	1	0	
480	10	168	0	"Blue Eye Magic Gloves (A)"	7	100	318	1	328	1	6	1	3	1	21	1	22	1	0	
481	10	169	0	"Blue Eye Lord Gloves"	7	100	303	1	328	1	6	1	3	1	21	1	22	1	0	
482	10	171	0	"Blue Eye Lancer Gloves"	7	100	311	1	328	1	6	1	3	1	21	1	22	1	0			
483	10	172	0	"Blue Eye Elf Gloves (B)"	7	100	323	1	328	1	6	1	3	1	21	1	22	1	0			
484	10	173	0	"Blue Eye Magic Gloves (B)"	7	100	326	1	328	1	6	1	3	1	21	1	22	1	0				
485	11	164	0	"Blue Eye Knight Boots"	7	100	291	1	328	1	6	1	3	1	21	1	22	1	0	
486	11	168	0	"Blue Eye Magic Boots (A)"	7	100	319	1	328	1	6	1	3	1	21	1	22	1	0			
487	11	170	0	"Blue Eye Fighter Boots"	7	100	307	1	328	1	6	1	3	1	21	1	22	1	0			
488	11	173	0	"Blue Eye Magic Boots (B)"	7	100	327	1	328	1	6	1	3	1	21	1	22	1	0					
//
489	0	62	0	"Soul Sword"			3	100	329	1	338	1	21	1	22	1	3	1	6	1	0
490	0	63	0	"Soul MSword"			3	100	330	1	338	1	21	1	22	1	3	1	6	1	0
491	0	64	0	"Soul Claws"			3	100	331	1	338	1	21	1	22	1	3	1	6	1	0
492	2	36	0	"Soul Scepter"			3	100	332	1	338	1	21	1	22	1	3	1	6	1	0
493	3	28	0	"Soul Lance"			3	100	333	1	338	1	21	1	22	1	3	1	6	1	0
494	4	38	0	"Soul Bow"			3	100	334	1	338	1	21	1	22	1	3	1	6	1	0
495	4	39	0	"Soul Quiver"			3	100	337	1	338	1	21	1	22	1	3	1	6	1	0
496	5	55	0	"Soul Staff"			3	100	335	1	338	1	21	1	22	1	3	1	6	1	0
497	5	56	0	"Soul Stick"			3	100	336	1	338	1	21	1	22	1	3	1	6	1	0
//
498	7	172	0	"Blue Eye Elf Helm (B)"	128	100	355	1	179	1	6	1	7	1	8	1	-1	0	0	
499	8	172	0	"Blue Eye Elf Armor (B)"	128	100	356	1	179	1	6	1	7	1	8	1	-1	0	0	
500	9	172	0	"Blue Eye Elf Pants (B)"	128	100	357	1	179	1	6	1	7	1	8	1	-1	0	0	
509	10	172	0	"Blue Eye Elf Gloves (B)"	128	100	358	1	179	1	6	1	7	1	8	1	-1	0	0		
510	7	166	0	"Blue Eye Elf Helm (A)"	128	100	359	1	177	1	6	1	7	1	8	1	-1	0	0		
511	8	166	0	"Blue Eye Elf Armor (A)"	128	100	360	1	177	1	6	1	7	1	8	1	-1	0	0		
512	9	166	0	"Blue Eye Elf Pants (A)"	128	100	361	1	177	1	6	1	7	1	8	1	-1	0	0		
513	10	166	0	"Blue Eye Elf Gloves (A)"	128	100	362	1	177	1	6	1	7	1	8	1	-1	0	0		
514	8	173	0	"Blue Eye Magic Armor (B)"	128	100	363	1	180	1	6	1	7	1	8	1	-1	0	0		
515	9	173	0	"Blue Eye Magic Pants (B)"	128	100	364	1	180	1	6	1	7	1	8	1	-1	0	0		
516	10	173	0	"Blue Eye Magic Gloves (B)"	128	100	365	1	180	1	6	1	7	1	8	1	-1	0	0		
517	11	173	0	"Blue Eye Magic Boots (B)"	128	100	366	1	180	1	6	1	7	1	8	1	-1	0	0
518	8	168	0	"Blue Eye Magic Armor (A)"	128	100	367	1	178	1	6	1	7	1	8	1	-1	0	0	
519	9	168	0	"Blue Eye Magic Pants (A)"	128	100	368	1	178	1	6	1	7	1	8	1	-1	0	0	
520	10	168	0	"Blue Eye Magic Gloves (A)"	128	100	369	1	178	1	6	1	7	1	8	1	-1	0	0	
521	11	168	0	"Blue Eye Magic Boots (A)"	128	100	370	1	178	1	6	1	7	1	8	1	-1	0	0			
524	7	129	0	"Blue Eye Runist Helm"	7	100	387	1	328	1	21	1	22	1	3	1	6	1	0	
525	8	129	0	"Blue Eye Runist Armor"	7	100	386	1	328	1	21	1	22	1	3	1	6	1	0	
526	9	129	0	"Blue Eye Runist Pants"	7	100	388	1	328	1	21	1	22	1	3	1	6	1	0	
527	10	129	0	"Blue Eye Runist Gloves"	7	100	385	1	328	1	21	1	22	1	3	1	6	1	0	
//
528	5	58	0	"Book of Darkangel"	3	100	390	1	36	1	21	1	22	1	3	1	6	1	0															
529	5	59	0	"Book of Holyangel"	32	100	391	1	271	1	21	1	22	1	3	1	6	1	0		
530	5	60	0	"Book of Soul"		3	100	392	1	338	1	21	1	22	1	3	1	6	1	0				
//
601	-1	0	0	"Random Sealed Sculpture"	0	100	516	1	514	1	515	1	3	1	6	1	-1	0	100000	
602	-1	1	0	"Random Bloodangel Helmet"	8	40	517	1	7	1	8	1	3	1	6	1	-1	0	100000	
603	-1	2	0	"Random Bloodangel Armor"	8	40	518	1	7	1	8	1	3	1	6	1	-1	0	100000	
604	-1	3	0	"Random Bloodangel Pants"	8	40	519	1	7	1	8	1	3	1	6	1	-1	0	100000	
605	-1	4	0	"Random Bloodangel Gloves"	8	40	520	1	7	1	8	1	3	1	6	1	-1	0	100000	
606	-1	5	0	"Random Bloodangel Boots"	8	40	521	1	7	1	8	1	3	1	6	1	-1	0	100000	
//
1023	5	63	0	"Blue Eye Book"		3	100	393	1	453	1	21	1	22	1	6	1	3	1	0
//
1041	12	451	0	"Honor Earring (L)"	0	100	530	1	540	1	14	1	15	1	3	1	6	1	0	
1042	12	459	0	"Honor Earring (R)"	0	100	531	1	540	1	14	1	15	1	3	1	6	1	0	
1043	12	451	0	"Honor Earring (L)"	0	90	532	1	540	1	14	1	15	1	3	1	6	1	0	 
1044	12	459	0	"Honor Earring (R)"	0	90	533	1	540	1	14	1	15	1	3	1	6	1	0	 
1045	12	451	0	"Honor Earring (L)"	0	80	534	1	540	1	14	1	15	1	3	1	6	1	0	
1046	12	459	0	"Honor Earring (R)"	0	80	535	1	540	1	14	1	15	1	3	1	6	1	0	 
1047	12	451	0	"Honor Earring (L)"	0	70	536	1	540	1	14	1	15	1	3	1	6	1	0	
1048	12	459	0	"Honor Earring (R)"	0	70	537	1	540	1	14	1	15	1	3	1	6	1	0	
1049	12	451	0	"Honor Earring (L)"	0	60	538	1	540	1	14	1	15	1	3	1	6	1	0	
1050	12	459	0	"Honor Earring (R)"	0	60	539	1	540	1	14	1	15	1	3	1	6	1	0		
//
1055	7	200	11	"Bloodangel Knight Helm (E)"	8	100	541	1	70	1	-1	0	-1	0	-1	0	-1	0	0	
