////////////////////////////////////////////////////////////////////////////////																																																				
//	1.2.7.2	1.2.7.2																																					데미지 구분		타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2			
//	사재일	사재일																																																		
//	2016-07-18 11:32 AM	2016-07-18 11:32 AM																																																		
//	Season12 P.1 신스킬 아이템 추가	Season12 P.1 신스킬 아이템 추가													SkilluseType																																					
////////////////////////////////////////////////////////////////////////////////																																																				
//속성1 - 펜타그램 속성과 동일 [0(없음). 1(불). 2(물). 3(땅). 4(바람). 5(암흑)]																																																				
//속성2 [-1(없음). 0(물리). 1(마법)]																																																				
// SkillBrand [특정 스킬이 있어야지만 사용이 가능]. 마스터레벨의 경우 액티브 강화 스킬은 선행스킬 조건을 같은 스킬로 넣어야함																																																				
// SkillUsetype [0(일반스킬). 1(직책스킬). 3(마스터레벨:패시브). 4(마스터레벨:액티브), 5(이벤트 맵 스킬/스킬각인UI에서 표시되지 않음), 6(캐릭터 사용불가스킬/스킬각인UI에서 표시되지 않음)]																																																				
// 스킬 타입 : [0(일반스킬). 1(버프:아군에게 이로운 효과). 2(디버프:적군에게 해로운 효과). 3(치료:대상을 회복시킴)]																																																				
// 일반스킬 : 0 ~ 299 Index																																																				
// 마스터스킬트리 (3차전직) : 300 ~ 1000 Index  - 신스킬(723 ~ 742 Index 의 경우 일반스킬이나 예외처리 됨																																																				
// 스킬강화트리 (4차전직) : 1001 ~ Index																																																				
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	ReqEng	ReqStr	ReqDex	ReqCha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서		스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
360	"Swell Life Proficiency"	120	7	26	28	0	0	0	0	0	0	0	0	-1	4	356	0	0	0	0	0	3	0	0	0	0	0	0	0	5	60	1	0	0	0	60	1	0	0	135	2	1	0	1	0	0	-1	-1	-1	-1	100	0
361	"Minimum Attack Power Increase"	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	0	5	64	1	0	0	0	61	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
362	"Monster Attack Mana Increment"	0	6	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	5	65	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
363	"Swell Life Mastery"	120	7	28	30	0	0	0	0	0	0	0	0	-1	4	360	0	0	0	0	0	3	0	0	0	0	0	0	0	6	60	1	0	0	0	63	1	0	0	136	2	1	0	1	0	0	-1	-1	-1	-1	100	0
364	"Maximum Attack Power Increase"	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	0	6	66	1	0	0	0	64	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//365	"Switch to Attack Power"	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	67	1	0	0	0	65	0	0	0	0	0	0	0	0	0	0						
366	"Increases critical damage rate"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	6	68	1	0	0	0	66	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
367	"Restores all Mana"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	7	69	1	0	0	0	67	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
368	"Restores all HP"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	7	70	1	0	0	0	68	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
369	"Increases excellent damage rate"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	7	71	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
370	"Increases double damage rate"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	8	72	1	0	0	0	70	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
371	"Increases chance of ignore Def"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	9	73	1	0	0	0	71	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
372	"Restores all SD"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	8	74	1	0	0	0	72	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
373	"Increases triple damage rate"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	0	3	9	75	1	0	0	0	73	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 그랜드 마스터																																																				
// 평온 - 패시브 스킬 (그랜드 마스터)																																																				
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	필요힘	필요민첩	Cha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	룬마법사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
374	"Eternal Wings Absorption PowUp"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	76	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
375	"Eternal Wings Defense PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	77	1	0	0	0	75	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//376	"Illusion"																																																			
377	"Eternal Wings Attack PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	79	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 지혜 - 스킬 강화 (그랜드 마스터)																																																				
378	"Flame Strengthener"	35	17	55	0	6	0	160	0	0	0	0	1	1	4	5	0	0	0	0	3	0	0	0	0	0	0	0	3	2	80	1	0	0	0	78	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	120	0
379	"Lightning Strengthener"	13	40	20	0	6	0	72	0	0	0	0	4	1	4	3	0	0	0	0	3	0	0	0	0	0	0	0	3	2	81	1	0	0	0	79	0	0	2	0	0	0	0	0	0	0	3	40	-1	-1	180	0
380	"Expansion of Wizardry Power Up"	220	1	220	55	6	0	1058	0	0	0	0	0	1	4	233	0	0	0	0	3	0	0	0	0	0	0	0	3	2	82	1	0	0	0	80	1	0	2	138	2	1	0	1	0	0	-1	-1	-1	-1	100	0
381	"Inferno Strengthener"	88	4	220	0	0	0	724	0	0	0	0	1	1	4	14	0	0	0	0	3	0	0	0	0	0	0	0	3	3	83	1	0	0	0	81	0	0	2	0	1	1	0	1	0	0	3	90	-1	-1	110	0
382	"Blast Strengthener"	80	17	165	0	6	0	500	0	0	0	0	4	1	4	13	0	0	0	0	3	0	0	0	0	0	0	0	3	3	84	1	0	0	0	82	0	0	2	0	0	0	0	0	0	0	3	150	-1	-1	130	0
383	"Expansion of Wizardry Mastery"	220	1	220	55	6	0	1058	0	0	0	0	0	1	4	380	0	0	0	0	3	0	0	0	0	0	0	0	3	3	82	1	0	0	0	83	1	0	0	139	2	1	0	1	0	0	-1	-1	-1	-1	100	0
384	"Poison Strengthener"	30	40	46	0	6	0	140	0	0	0	0	5	1	4	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	85	1	0	0	0	84	0	0	2	0	0	0	0	0	0	0	3	50	-1	-1	150	0
385	"Evil Spirit Strengthener"	50	4	108	0	6	0	220	0	0	0	0	5	1	4	9	0	0	0	0	3	0	0	0	0	0	0	0	3	4	86	1	0	0	0	85	0	0	2	0	1	0	0	0	0	0	3	150	-1	-1	110	0
386	"Magic Mastery"	50	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	4	87	1	0	0	0	86	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
387	"Decay Strengthener"	96	17	120	10	6	0	953	0	0	0	0	5	1	4	38	0	0	0	0	3	0	0	0	0	0	0	0	3	4	88	1	0	0	0	87	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	110	0
388	"Hellfire Strengthener"	60	40	176	0	0	0	260	0	0	0	0	1	1	4	10	0	0	0	0	3	0	0	0	0	0	0	0	3	5	89	1	0	0	0	88	0	0	2	0	1	1	0	1	0	0	3	200	-1	-1	130	0
389	"Ice Strengthener"	25	40	42	0	6	0	120	0	0	0	0	2	1	4	7	0	0	0	0	3	0	0	0	0	0	0	0	3	5	90	1	0	0	0	89	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	150	0
390	"Meteor Strengthener"	21	40	13	0	6	0	104	0	0	0	0	3	1	4	2	0	0	0	0	3	0	0	0	0	0	0	0	3	6	210	1	0	0	0	90	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	190	0
391	"Ice Storm Strengthener"	93	17	110	5	6	0	849	0	0	0	0	2	1	4	39	0	0	0	0	3	0	0	0	0	0	0	0	3	6	92	1	0	0	0	91	0	0	2	0	1	0	0	0	0	0	3	90	-1	-1	115	0
392	"Nova Strengthener"	100	17	198	49	6	0	1052	0	0	0	0	1	1	4	40	0	0	0	0	3	0	0	0	0	0	0	0	3	7	93	1	0	0	0	92	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0
393	"Ice Storm Mastery"	93	22	110	5	6	0	849	0	0	0	0	2	1	4	391	0	0	0	0	3	0	0	0	0	0	0	0	3	7	92	1	0	0	0	93	0	0	0	0	1	0	0	0	0	0	3	90	-1	-1	115	0
394	"Meteor Mastery"	21	1	14	0	6	0	104	0	0	0	0	3	1	4	390	0	0	0	0	3	0	0	0	0	0	0	0	3	8	210	1	0	0	0	95	0	0	0	0	0	0	0	0	0	0	3	45	-1	-1	190	0
395	"Nova Cast Strengthener"	100	22	198	49	6	0	1052	0	0	0	0	1	1	4	58	0	0	0	0	3	0	0	0	0	0	0	0	0	7	93	1	0	0	0	92	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0
//396	"Fire Storm Strengthener"																																																			
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	필요힘	필요민첩	Cha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	룬마법사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
// 초원 - 방어/공격 향상 (그랜드 마스터)																																																				
397	"One-handed Staff Strengthener"	0	22	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	96	1	0	0	0	97	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
398	"Two-handed Staff Strengthener"	0	42	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	97	1	0	0	0	98	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
399	"Shield Strengthener"	0	10	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	2	98	1	0	0	0	99	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
400	"One-handed Staff Mastery"	0	23	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	99	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
401	"Two-handed Staff Mastery"	0	42	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	100	1	0	0	0	101	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
402	"Shield Mastery"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	101	1	0	0	0	102	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
403	"Soul Barrier Strengthener"	77	7	77	24	6	0	408	0	0	0	0	0	1	4	16	0	0	0	0	3	0	0	0	0	0	0	0	0	4	102	1	0	0	0	103	1	0	0	4	3	0	0	0	0	0	-1	-1	-1	-1	100	0
404	"Soul Barrier Proficiency"	77	10	84	26	6	0	408	0	0	0	0	0	1	4	403	0	0	0	0	3	0	0	0	0	0	0	0	0	5	102	1	0	0	0	104	1	0	0	4	3	0	0	0	0	0	-1	-1	-1	-1	100	0
405	"Minimum Wizardry Increase"	0	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	3	5	103	1	0	0	0	105	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
406	"Soul Barrier Mastery"	77	7	92	28	6	0	408	0	0	0	0	0	1	4	404	0	0	0	0	3	0	0	0	0	0	0	0	0	6	102	1	0	0	0	106	1	0	0	140	3	0	0	0	0	0	-1	-1	-1	-1	100	0
407	"Maximum Wizardry Increase"	0	3	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	3	6	104	1	0	0	0	107	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//408	"Switch to Wizardry"	0	19	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	105	1	0	0	0	108	0	0	0	0	0	0	0	0	0	0						
// 하이 엘프																																																				
// 가호 - 패시브 스킬 (하이 엘프)																																																				
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	필요힘	필요민첩	Cha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	룬마법사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
409	"Illusion Wings Absorption PowUp"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	106	1	0	0	0	109	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
410	"Illusion Wings Defense PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	107	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
411	"Multi-Shot Strengthener"	100	22	11	7	6	0	0	0	0	0	0	4	0	4	235	0	0	0	0	0	0	3	0	0	0	0	0	0	6	211	1	0	0	0	111	0	0	1	0	1	0	0	0	0	5	2	100	-1	-1	105	0
412	"Illusion Wings Attack PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	109	1	0	0	0	112	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 구원 - 스킬 강화 (하이 엘프)																																																				
413	"Heal Strengthener"	8	22	22	0	6	0	52	0	0	0	0	0	0	4	26	0	0	0	0	0	0	3	0	0	0	0	0	0	2	110	1	0	0	0	113	3	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
414	"Triple Shot Strengthener"	0	4	5	0	6	0	0	0	0	0	0	4	0	4	24	0	0	0	0	0	0	3	0	0	0	0	0	0	2	111	1	0	0	0	114	0	1	1	0	1	0	0	0	0	5	2	100	-1	-1	160	0
415	"Summoned Monster Power Up(1)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	112	1	0	0	0	115	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
416	"Penetration Strengthener"	130	17	10	11	6	0	0	0	0	0	0	4	0	4	52	0	0	0	0	0	0	3	0	0	0	0	0	0	3	113	1	0	0	0	116	0	0	1	0	1	0	2	0	0	5	2	200	-1	-1	130	0
417	"DEF Increase Strengthener"	13	22	33	0	6	0	72	0	0	0	0	0	-1	4	27	0	0	0	0	0	0	3	0	0	0	0	0	0	3	114	1	0	0	0	117	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0
418	"Triple Shot Mastery"	0	0	9	0	6	0	0	0	0	0	0	4	0	4	414	0	0	0	0	0	0	3	0	0	0	0	0	0	3	111	10	0	0	0	118	0	1	0	0	1	0	0	0	0	5	2	100	-1	-1	160	0
419	"Summoned Monster Power Up(2)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	115	1	0	0	0	119	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
420	"Attack Increase Strengthener"	18	22	44	0	6	0	92	0	0	0	0	0	-1	4	28	0	0	0	0	0	0	3	0	0	0	0	0	0	4	116	1	0	0	0	120	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0
421	"Weapon Mastery"	0	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	117	1	0	0	0	121	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
422	"Attack Increase Mastery"	18	22	48	0	6	0	92	0	0	0	0	0	-1	4	420	0	0	0	0	0	0	3	0	0	0	0	0	0	5	116	1	0	0	0	122	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0
423	"Defense Increase Mastery"	13	22	36	0	6	0	72	0	0	0	0	0	-1	4	417	0	0	0	0	0	0	3	0	0	0	0	0	0	5	114	1	0	0	0	123	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0
424	"Ice Arrow Strengthener"	0	22	15	18	8	0	0	0	646	0	0	2	0	4	51	0	0	0	0	0	0	3	0	0	0	0	0	0	5	118	1	0	0	0	124	0	0	1	0	0	0	0	0	0	5	2	150	-1	-1	115	0
425	"Cure"	0	0	72	10	6	3000	0	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	119	10	0	0	0	125	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
426	"Party Healing"	0	0	66	12	6	5000	20	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	120	10	0	0	0	126	3	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
427	"Poison Arrow"	0	27	50	50	6	1000	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	121	10	0	0	0	127	0	0	0	0	0	0	0	0	0	5	2	100	-1	-1	165	0
428	"Summoned Monster Power Up(3)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	122	1	0	0	0	128	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
429	"Party Healing Strengthener"	0	22	72	13	6	3000	20	0	0	0	0	0	-1	4	426	0	0	0	0	0	0	3	0	0	0	0	0	0	8	120	1	0	0	0	129	3	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
430	"Bless"	0	0	108	18	6	3000	20	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	123	10	0	0	300	130	1	0	4	142	4	0	0	0	0	0	-1	-1	-1	-1	100	0
431	"Multi-Shot Mastery"	100	1	12	8	6	0	0	0	0	0	0	4	0	4	411	0	0	0	0	0	0	3	0	0	0	0	0	0	7	211	1	0	0	0	243	0	0	0	0	1	0	0	0	0	5	2	100	-1	-1	105	0
432	"Summon Satyros"	0	0	525	52	0	0	300	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	125	10	0	0	0	132	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
433	"Bless Strengthener"	0	10	118	20	6	3000	20	0	0	0	0	0	-1	4	430	0	0	0	0	0	0	3	0	0	0	0	0	0	9	123	1	0	0	300	133	1	0	4	142	4	0	0	0	0	0	-1	-1	-1	-1	100	0
434	"Poison Arrow Strengthener"	0	40	50	50	6	500	0	0	0	0	0	5	0	4	427	0	0	0	0	0	0	3	0	0	0	0	0	0	9	121	1	0	0	0	131	0	0	1	0	0	0	0	0	0	5	2	100	-1	-1	165	0
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	필요힘	필요민첩	Cha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	룬마법사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
// 질풍 - 방어/공격 향상 (하이 엘프)																																																				
435	"Bow Strengthener"	0	3	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	126	1	0	0	0	135	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
436	"Crossbow Strengthener"	0	4	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	127	1	0	0	0	136	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
437	"Shield Strengthener"	0	10	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	128	1	0	0	0	137	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
438	"Bow Mastery"	0	23	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	129	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
439	"Crossbow Mastery"	0	5	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	130	1	0	0	0	139	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
440	"Shield Mastery"	0	15	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	131	1	0	0	0	140	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
441	"Infinity Arrow Strengthener"	220	1	55	11	6	0	0	0	0	0	0	0	-1	4	77	0	0	0	0	0	0	3	0	0	0	0	0	0	5	132	1	0	0	0	141	1	0	0	143	2	1	0	1	0	0	-1	-1	-1	-1	100	0
442	"Minimum Attack Power Increase"	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	133	1	0	0	0	61	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
443	"Maximum Attack Power Increase"	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	134	1	0	0	0	143	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//444	"Switch to Attack Power"																																																			
// 디멘션 마스터																																																				
// 수호 - 패시브 (디멘션 마스터)																																																				
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	필요힘	필요민첩	Cha	ReqHea	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	룬마법사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
445	"DimensionWings Absorb PowUp"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	136	1	0	0	0	145	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
446	"DimensionWings Defense PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	137	1	0	0	0	146	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
447	"DimensionWings Attack PowUp"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	138	1	0	0	0	147	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 혼돈 - 스킬 강화 (디멘션 마스터)																																																				
//448	"Fire Tome Strengthener"	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	139	1	0	0	0	148	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//449	"Earth Tome Strengthener"	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	140	1	0	0	0	149	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//450	"Wind Tome Strengthener"	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	141	1	0	0	0	150	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//451	"Fire Tome Mastery"	0	7	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	139	1	0	0	0	151	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//452	"Earth Tome Mastery"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	140	1	0	0	3	152	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
